File,Drug,ADE,Sentence
LIPITOR.456,lipitor,severe calf pain,yes it did lower cholesterol and ldl but june 04 dosage increased from 20 milligrams to 40 milligrams per day because ldl had elevated again and doctor wanted ldl 70 and mine was at 114. been off lipitor since 08-23-04 due to severe calf pain.
LIPITOR.463,lipitor,numbness,stopped taking lipitor seven days ago and still experiencing pain in shoulder and tingling and numbness down right arm radiating into fingers.
LIPITOR.463,lipitor,pain in shoulder,stopped taking lipitor seven days ago and still experiencing pain in shoulder and tingling and numbness down right arm radiating into fingers.
LIPITOR.463,lipitor,tingling,stopped taking lipitor seven days ago and still experiencing pain in shoulder and tingling and numbness down right arm radiating into fingers.
LIPITOR.464,lipitor,severe muscle pain,i had severe muscle pain and weakness after taking only a few doses of lipitor.
LIPITOR.464,lipitor,weakness,i had severe muscle pain and weakness after taking only a few doses of lipitor.
LIPITOR.466,lipitor,constant low level pain,"after 78 days on lipitor, i had constant low level pain in my butt and upper thighs."
LIPITOR.466,lipitor,pain,"after i stopped taking lipitor, the pain gradually subsided over a 9 month period."
LIPITOR.467,lipitor,dizziness,i'm hoping that this dizziness will go away in time now that i have stopped lipitor.
LIPITOR.468,lipitor,anxiety,"started on lipitor about 6 months ago. 2-3 weeks ago i went to md with sore neck arms especially left feeling of breathlessness and anxiety, feeling like something was going to happen."
LIPITOR.468,lipitor,breathlessness,"started on lipitor about 6 months ago. 2-3 weeks ago i went to md with sore neck arms especially left feeling of breathlessness and anxiety, feeling like something was going to happen."
LIPITOR.468,lipitor,feeling like something was going to happen,"started on lipitor about 6 months ago. 2-3 weeks ago i went to md with sore neck arms especially left feeling of breathlessness and anxiety, feeling like something was going to happen."
LIPITOR.468,lipitor,sore neck,"started on lipitor about 6 months ago. 2-3 weeks ago i went to md with sore neck arms especially left feeling of breathlessness and anxiety, feeling like something was going to happen."
LIPITOR.468,lipitor,depressed,md told me i was depressed and said lipitor was not the problem.
LIPITOR.468,lipitor,weakness in both arms,i immediately stopped taking lipitor a day ago and am experiencing weakness in both arms especially left.
LIPITOR.47,lipitor,dementia,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,lipitor,insomnia,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,lipitor,myalgia,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,lipitor,pain,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,zocor,dementia,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,zocor,insomnia,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,zocor,myalgia,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,zocor,pain,"lipitor had the same side effects as zocor and confirmed that zocor caused myalgia, neuralgia, insomnia, dementia, polyneuropathy, rhabdomyolisis, subdural hematoma, coma, and pain, pain pain."
LIPITOR.47,lipitor,nerve damage,lipitor seems to cause even more nerve damage than zocor.
LIPITOR.47,zocor,nerve damage,lipitor seems to cause even more nerve damage than zocor.
LIPITOR.470,lipitor,pain,"when i asked my doctor about this pain, he took me off lipitor, and within one week my pain had stopped completely."
LIPITOR.473,lipitor,abdominal pain,"after taking lipitor for 5 years pain in the knees and feet, neck and shoulders, abdominal pain and elbow pain."
LIPITOR.473,lipitor,elbow pain,"after taking lipitor for 5 years pain in the knees and feet, neck and shoulders, abdominal pain and elbow pain."
LIPITOR.473,lipitor,pain in the knees and feet,"after taking lipitor for 5 years pain in the knees and feet, neck and shoulders, abdominal pain and elbow pain."
LIPITOR.473,lipitor,severe pain,"after searching the internet and reading comments from others who've taken lipitor, i believe this drug has caused the severe pain i've experienced over the past 3 years."
LIPITOR.478,lipitor,painful,after taking lipitor for a number of years my muscles and joints in my legs and shoulders gradually became very painful.
LIPITOR.48,statins,burning sensations in neck,"i was in deniel that the statins would cause me side effects- i have terrible muscle and joint pain, burning sensations in neck shoulders and upper chest. palpatations ."
LIPITOR.48,statins,muscle and joint pain,"i was in deniel that the statins would cause me side effects- i have terrible muscle and joint pain, burning sensations in neck shoulders and upper chest. palpatations ."
LIPITOR.48,statins,palpatations,"i was in deniel that the statins would cause me side effects- i have terrible muscle and joint pain, burning sensations in neck shoulders and upper chest. palpatations ."
LIPITOR.482,lipitor,insides were vibrating,two days after starting the lipitor i felt like my insides were vibrating.
LIPITOR.482,lipitor,constant pain,after 6 weeks of taking lipitor and constant pain and twitching i took myself off of the medication.
LIPITOR.482,lipitor,twitching,after 6 weeks of taking lipitor and constant pain and twitching i took myself off of the medication.
LIPITOR.483,zocor,cramps,"i went to the doctor last week about the cramps, and he took me off zocor and i am going to wait and see how things are doing."
LIPITOR.492,lipitor,neck pain,the very first day i took 20 milligrams of lipitor i experienced a severe headache and neck pain.
LIPITOR.492,lipitor,severe headache,the very first day i took 20 milligrams of lipitor i experienced a severe headache and neck pain.
LIPITOR.492,aleve,headache,the headache was constant and only aleve slightly helped it.
LIPITOR.493,coq10,memory problem,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,coq10,parkinson's,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,coq10,tremor,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,lipitor,memory problem,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,lipitor,parkinson's,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,lipitor,tremor,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,magnesium orotate,memory problem,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,magnesium orotate,parkinson's,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,magnesium orotate,tremor,"recently wrote about my husband who was diagnosed with parkinson's--he stopped lipitor 4 months ago, and began mega doses of coq10 -and other antioxidants and magnesium orotate- 4 weeks ago--memory problem has disappeared, tremor decreased to a minor."
LIPITOR.493,coq10,parkinson's,we think my husband's symptoms of parkinson's was caused by brought on by lipitor's lowering of coq10 and interrupting many other metabolic pathways within the body including selenium production.
LIPITOR.493,lipitor's,parkinson's,we think my husband's symptoms of parkinson's was caused by brought on by lipitor's lowering of coq10 and interrupting many other metabolic pathways within the body including selenium production.
LIPITOR.504,statins,hurt,my advise is not to go on any statins i still hurt after 2 years off them.
LIPITOR.506,coenzyme q10,parkinson's,"since lipitor causes a decrease in coenzyme q10 and now there is a study in the archives of neurology showing that using large doses of coenzyme q10 slows the progression of parkinson's disease, i wonder how many others have experienced a diagnosis of parkinson's having been on lipitor?"
LIPITOR.506,lipitor,parkinson's,"since lipitor causes a decrease in coenzyme q10 and now there is a study in the archives of neurology showing that using large doses of coenzyme q10 slows the progression of parkinson's disease, i wonder how many others have experienced a diagnosis of parkinson's having been on lipitor?"
LIPITOR.506,lipitor,parkinson's,we began questioning the role of lipitor in parkinson's when my niece's husband who is 57 was experiencing the same symptoms as my husband the 57 yr old was diagnosed with parkinson's 2 weeks ago and the major factor in common between the 2 of them--lipitor for 4 yrs. not worth the risks of taking the drug.
LIPITOR.51,lipitor,achy legs,i had tried lipitor before and the result was achy legs.
LIPITOR.514,lipitor,migranes,migranes stopped after stopping lipitor.
LIPITOR.515,lipitor,muscle tiring,i have been taking lipitor for about 4 yrs - the muscle tiring has become worse with time and now will 'act' up very soon even with a short slow walk.
LIPITOR.519,lipitor,heart attack,after a mild heart attack 2 years ago i was put on 10mg of lipitor.
LIPITOR.52,statins,parkinson's,"developed parkinson's disease. discovered thru 23andme dna profiling i possess a mutation in a gene, slco1b1, that codes a transport protein responsible for moving statins into the liver to be detoxified."
LIPITOR.52,lipitor,neurological damage,the neurological damage i have suffered due to toxic levels of lipitor seems to be permanent.
LIPITOR.521,lipitor,high,never really had high cholesterol but current medical thinking is that lipitor may reverse coronary disease.
LIPITOR.523,lipitor,intense shoulder and upper arm pain,"after 4 uneventful years on lipitor, i started having intense shoulder and upper arm pain."
LIPITOR.526,lipitor,brain fog,"10 milligrams a day of lipitor and 6 months later i have extreme leg pain in the calves after just walking a few blocks, in a brain fog with memory loss, vision is giving me problems and feel like shit all the time."
LIPITOR.526,lipitor,extreme leg pain in the calves,"10 milligrams a day of lipitor and 6 months later i have extreme leg pain in the calves after just walking a few blocks, in a brain fog with memory loss, vision is giving me problems and feel like shit all the time."
LIPITOR.526,lipitor,feel like shit all the time,"10 milligrams a day of lipitor and 6 months later i have extreme leg pain in the calves after just walking a few blocks, in a brain fog with memory loss, vision is giving me problems and feel like shit all the time."
LIPITOR.526,lipitor,memory loss,"10 milligrams a day of lipitor and 6 months later i have extreme leg pain in the calves after just walking a few blocks, in a brain fog with memory loss, vision is giving me problems and feel like shit all the time."
LIPITOR.526,lipitor,vision is giving me problems,"10 milligrams a day of lipitor and 6 months later i have extreme leg pain in the calves after just walking a few blocks, in a brain fog with memory loss, vision is giving me problems and feel like shit all the time."
LIPITOR.534,lipitor,right hand has been getting numb,"i have not been takeing lipitor very long it has only been a few weeks and my doctor has me taking it twice a week but since i have been taking it my right hand has been getting numb and hurting it feels like there is no circulation getting to it and after reading all of this it is probally the lipitor, i am very worried now after reading all of this and feel i should quit taking it."
LIPITOR.536,lipitor,impossible to move,"both times i have taken lipitor, i have gotten some lower back pain almost like a disc out of place impossible to move."
LIPITOR.536,lipitor,lower back pain,"both times i have taken lipitor, i have gotten some lower back pain almost like a disc out of place impossible to move."
LIPITOR.536,lipitor,pain,i did feel better health and mood and no pain before i started taking this lipitor both times.
LIPITOR.540,lipitor,pain,"after about 4 months of taking lipitor, one day while walking, my left leg, below the knee, experienced intense pain and stiffness."
LIPITOR.540,lipitor,stiffness,"after about 4 months of taking lipitor, one day while walking, my left leg, below the knee, experienced intense pain and stiffness."
LIPITOR.544,lipitor,muscle atrophy,"1 yr , then lopid 1 yr , then lipitor 5 yrs . muscle atrophy, legs and arms pain in shoulders."
LIPITOR.544,lipitor,pain in shoulders,"1 yr , then lopid 1 yr , then lipitor 5 yrs . muscle atrophy, legs and arms pain in shoulders."
LIPITOR.544,lopid,muscle atrophy,"1 yr , then lopid 1 yr , then lipitor 5 yrs . muscle atrophy, legs and arms pain in shoulders."
LIPITOR.544,lopid,pain in shoulders,"1 yr , then lopid 1 yr , then lipitor 5 yrs . muscle atrophy, legs and arms pain in shoulders."
LIPITOR.545,lipitor,severe muscle back cramp,"about a week ago, in the middle of the night after taking my usual lipitor dose, while making my nightly trip to the toilet, a severe muscle back cramp almost sent me to the floor."
LIPITOR.545,lipitor,back aches,"since i had done nothing recently to cause a cramp or spasm, and realizing that in the past, the back aches usually were the worst in the morning but got better during the day and best at night just before my lipitor dose, i suspected lipitor."
LIPITOR.545,lipitor,cramp,"since i had done nothing recently to cause a cramp or spasm, and realizing that in the past, the back aches usually were the worst in the morning but got better during the day and best at night just before my lipitor dose, i suspected lipitor."
LIPITOR.545,lipitor,spasm,"since i had done nothing recently to cause a cramp or spasm, and realizing that in the past, the back aches usually were the worst in the morning but got better during the day and best at night just before my lipitor dose, i suspected lipitor."
LIPITOR.546,lipitor,pain,"two months later went back on lipitor with the q10. 2 months later, the pain was back."
LIPITOR.546,q10,pain,"two months later went back on lipitor with the q10. 2 months later, the pain was back."
LIPITOR.546,aleve,pain,"and no aleve, or pain killer would help."
LIPITOR.546,zoloft,depression,"second, came depression, doctor put me on zoloft."
LIPITOR.546,rhinocort,sinus problems,"then came the sinus problems, doctor put me on rhinocort."
LIPITOR.546,lipitor,tinnitus in my left ear,i think the tinnitus in my left ear has been caused by the lipitor.
LIPITOR.548,lipitor,lupus,"and i didn't realize it was lipitor, neither did my md, said perhaps beginning of ms or lupus."
LIPITOR.553,lipitor,eye hemorrhages,"i had muscle pain in the shoulder, arms, legs, a rash and also had four eye hemorrhages one a month while i was on lipitor."
LIPITOR.553,lipitor,muscle pain in the shoulder,"i had muscle pain in the shoulder, arms, legs, a rash and also had four eye hemorrhages one a month while i was on lipitor."
LIPITOR.553,lipitor,rash,"i had muscle pain in the shoulder, arms, legs, a rash and also had four eye hemorrhages one a month while i was on lipitor."
LIPITOR.56,capsacian,burning feet,"i did not link my problems to the lipitor until my husband had major problems, now i know what has caused 10 years of neuropathy, i have burning feet always in bed at night, i do not have diabetes which would cause this and was tested in dc at wramc and they found no reason that i should have this and gave me a tube of capsacian!!!"
LIPITOR.56,capsacian,neuropathy,"i did not link my problems to the lipitor until my husband had major problems, now i know what has caused 10 years of neuropathy, i have burning feet always in bed at night, i do not have diabetes which would cause this and was tested in dc at wramc and they found no reason that i should have this and gave me a tube of capsacian!!!"
LIPITOR.56,lipitor,burning feet,"i did not link my problems to the lipitor until my husband had major problems, now i know what has caused 10 years of neuropathy, i have burning feet always in bed at night, i do not have diabetes which would cause this and was tested in dc at wramc and they found no reason that i should have this and gave me a tube of capsacian!!!"
LIPITOR.56,lipitor,neuropathy,"i did not link my problems to the lipitor until my husband had major problems, now i know what has caused 10 years of neuropathy, i have burning feet always in bed at night, i do not have diabetes which would cause this and was tested in dc at wramc and they found no reason that i should have this and gave me a tube of capsacian!!!"
LIPITOR.56,lipitor,memory loss,"today i am stopping the lipitor, maybe i have read too much on the subject but the one that really scares me is the memory loss, all the drug com. tests were done to see how well the statins did for cholesterol and the heart benefits, but no testing or none that the consumer was told of was ever done to see how it effects the brain function."
LIPITOR.56,statins,memory loss,"today i am stopping the lipitor, maybe i have read too much on the subject but the one that really scares me is the memory loss, all the drug com. tests were done to see how well the statins did for cholesterol and the heart benefits, but no testing or none that the consumer was told of was ever done to see how it effects the brain function."
LIPITOR.566,lipitor,heart attack,on lipitor immediately after heart attack.
LIPITOR.566,lipitor,slip in vision,suspect slip in vision related to lipitor since vision is slowing improving.
LIPITOR.568,lipitor,memory failure,the severity of that memory failure frightened me enough to do extensive research on lipitor.
LIPITOR.570,coq10,hair dryness,"i was able to stop the muscle pain in its tracks by taking coq10 supplements but the hair dryness, breakage and loss is not good."
LIPITOR.570,coq10,muscle pain,"i was able to stop the muscle pain in its tracks by taking coq10 supplements but the hair dryness, breakage and loss is not good."
LIPITOR.570,coq10,hair loss,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,coq10,muscle pain,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,lipidil,hair loss,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,lipidil,muscle pain,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,lipidil micro,hair loss,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,lipidil micro,muscle pain,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,lipitor,hair loss,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,lipitor,muscle pain,"my doctor wanted me to switch from lipitor to lipidil micro as i was so upset by the hair loss and muscle pain but i have stopped having muscle pain by taking coq10 and before i switch to another drug that may have other side effects, i want to research it lipidil further."
LIPITOR.570,lipidil,hair loss,if anyone has experienced hair loss on lipidil please let me know.
LIPITOR.574,lipitor,high blood pressure,i have had high blood pressure for the last three months too but am not sure if lipitor could be the cause.
LIPITOR.575,lipitor,stroke like symptoms,i was put on 80mg of lipitor and within 1 week of leaving the hospital i had stroke like symptoms and my doctor immediately stopped the lipitor.
LIPITOR.575,lipitor,stroke like symptoms,"within a few days of stopping lipitor,my equilibrium returned to normal and stroke like symptoms cleared up."
LIPITOR.576,crestor,aching,"after 2 months on nothing i tried 5mg of crestor one dose , and had to lie in bed with a heating pad on my legs for the aching it caused like the flu ."
LIPITOR.578,vitorin,heel tendon bruising,"switched to vitorin for six months with decreased side effects, chlosterol dropped from 220 to 90 but now side effects are worsening, particularly heel tendon bruising and muscle loss."
LIPITOR.578,vitorin,muscle loss,"switched to vitorin for six months with decreased side effects, chlosterol dropped from 220 to 90 but now side effects are worsening, particularly heel tendon bruising and muscle loss."
LIPITOR.58,lipitor,bones in foot collapsing,initially noticed twitching in thighs thought because im a rn it was just in my mind 5 wks into pain in ankle to point i couldnt walk went to podiatrist who ive seen for plantar fascitits and was told bones in foot collapsing mechanical problem not lipitor made orthotics put on nsaid
LIPITOR.58,lipitor,couldnt walk,initially noticed twitching in thighs thought because im a rn it was just in my mind 5 wks into pain in ankle to point i couldnt walk went to podiatrist who ive seen for plantar fascitits and was told bones in foot collapsing mechanical problem not lipitor made orthotics put on nsaid
LIPITOR.58,lipitor,pain in ankle,initially noticed twitching in thighs thought because im a rn it was just in my mind 5 wks into pain in ankle to point i couldnt walk went to podiatrist who ive seen for plantar fascitits and was told bones in foot collapsing mechanical problem not lipitor made orthotics put on nsaid
LIPITOR.58,lipitor,twitching in thighs,initially noticed twitching in thighs thought because im a rn it was just in my mind 5 wks into pain in ankle to point i couldnt walk went to podiatrist who ive seen for plantar fascitits and was told bones in foot collapsing mechanical problem not lipitor made orthotics put on nsaid
LIPITOR.581,lipitor,muscle damage,and she took a blood test and said i had muscle damage from the lipitor.
LIPITOR.587,lipitor,damaged my liver permanently,lipitor has damaged my liver permanently.
LIPITOR.588,lipitor,pains,i ask my doctor about these pains months ago and he said lipitor would not cause my problems.
LIPITOR.59,allegra,cough,"over the years, i had previously been prescribed steroid nasal sprays, allegra even though tests showed no allergies , nexium, cough medicine, sinus irrigation, and various sleeping pills to deal with what i now know was my reaction to statins."
LIPITOR.59,nexium,cough,"over the years, i had previously been prescribed steroid nasal sprays, allegra even though tests showed no allergies , nexium, cough medicine, sinus irrigation, and various sleeping pills to deal with what i now know was my reaction to statins."
LIPITOR.59,statins,cough,"over the years, i had previously been prescribed steroid nasal sprays, allegra even though tests showed no allergies , nexium, cough medicine, sinus irrigation, and various sleeping pills to deal with what i now know was my reaction to statins."
LIPITOR.59,steroid nasal sprays,cough,"over the years, i had previously been prescribed steroid nasal sprays, allegra even though tests showed no allergies , nexium, cough medicine, sinus irrigation, and various sleeping pills to deal with what i now know was my reaction to statins."
LIPITOR.59,lipitor,hot flashes,"now 12 days post-lipitor, the hot flashes and night sweats are gone entirely."
LIPITOR.59,lipitor,night sweats,"now 12 days post-lipitor, the hot flashes and night sweats are gone entirely."
LIPITOR.590,liptor,glossitis,"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue glossitis and have ruled out everything from toothpaste to spicy foods."
LIPITOR.590,liptor,sore,"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue glossitis and have ruled out everything from toothpaste to spicy foods."
LIPITOR.590,liptor,tingly,"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue glossitis and have ruled out everything from toothpaste to spicy foods."
LIPITOR.590,lipitor,glossitis,"doctor told me to discontinue lipitor which i just did a couple days ago and i should know in a month or so if this is the cause glossitis and other symptoms are listed as possible side effects, although in my case it's been a delayed reaction"
LIPITOR.590,lipitor,dizziness,"lipitor did bring my cholesterol down from 268 to 153 but i want the glossitis,headaches and dizziness to go away."
LIPITOR.590,lipitor,glossitis,"lipitor did bring my cholesterol down from 268 to 153 but i want the glossitis,headaches and dizziness to go away."
LIPITOR.590,lipitor,headaches,"lipitor did bring my cholesterol down from 268 to 153 but i want the glossitis,headaches and dizziness to go away."
LIPITOR.592,effexor,depression,doctor just took me off lipitor and effexor for depression. only 2 weeks off.
LIPITOR.592,lipitor,depression,doctor just took me off lipitor and effexor for depression. only 2 weeks off.
LIPITOR.593,lipitor,pains,"i went off the lipitor and within 3 days the pains were going away, 10 days and all was well."
LIPITOR.596,lipitor,thigh pain,"i have been on lipitor, 10 milligrams for 1 1 2 years now and am now experiencing ankle, calf, thigh pain."
LIPITOR.6,lipitor,muscles were very stiff,"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff."
LIPITOR.6,lipitor,pain in the lower legs,"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff."
LIPITOR.6,lipitor,pain,after consulting with my doctor he told me to stop taking lipitor until the pain went away and to start taking it after the pain was gone.
LIPITOR.6,lipitor,pain,"after a few more months of taking lipitor i began to develop severe pain in the muscles in the shoulder area, upper back and neck, the pain and stiffness of my neck was so bad that sometimes i couldn't even turn my head when i was driving."
LIPITOR.6,lipitor,severe pain in the muscles in the shoulder area,"after a few more months of taking lipitor i began to develop severe pain in the muscles in the shoulder area, upper back and neck, the pain and stiffness of my neck was so bad that sometimes i couldn't even turn my head when i was driving."
LIPITOR.6,lipitor,stiffness,"after a few more months of taking lipitor i began to develop severe pain in the muscles in the shoulder area, upper back and neck, the pain and stiffness of my neck was so bad that sometimes i couldn't even turn my head when i was driving."
LIPITOR.6,lipitor,pain,"i decided to be off lipitor on my own and within a couple of weeks, the pain and stiffness from the neck and pain in the shoulder and back is going away, i feel much better now that i am not taking lipitor."
LIPITOR.6,lipitor,pain in the shoulder,"i decided to be off lipitor on my own and within a couple of weeks, the pain and stiffness from the neck and pain in the shoulder and back is going away, i feel much better now that i am not taking lipitor."
LIPITOR.6,lipitor,stiffness,"i decided to be off lipitor on my own and within a couple of weeks, the pain and stiffness from the neck and pain in the shoulder and back is going away, i feel much better now that i am not taking lipitor."
LIPITOR.602,lipitor,high,"i was diagnosed with high cholesterol when i was 19, i'm now 38 and started on lipitor when i was 31."
LIPITOR.603,lipitor,weakness,"after reading the comments on this page, i am shocked that so many people have experienced the same symptoms weakness, etc after taking lipitor."
LIPITOR.606,lipitor,leg pain,"i have been taking lipitor for two years and have experience leg pain, soreness in muscles and tiredness."
LIPITOR.606,lipitor,soreness in muscles,"i have been taking lipitor for two years and have experience leg pain, soreness in muscles and tiredness."
LIPITOR.606,lipitor,tiredness,"i have been taking lipitor for two years and have experience leg pain, soreness in muscles and tiredness."
LIPITOR.61,lipitor 20mg,achy joints,"started taking lipitor 20mg in feb '08 in sept '10 experienced stiff, achy joints around shoulders arms, hips and achilles tendons."
LIPITOR.61,lipitor 20mg,stiff,"started taking lipitor 20mg in feb '08 in sept '10 experienced stiff, achy joints around shoulders arms, hips and achilles tendons."
LIPITOR.611,lipitor,fibromyalgia,my doctor told me there was a remote possibility that the lipitor was agravating the fibromyalgia.
LIPITOR.613,lipitor,horrible pain in both shoulders,but since taking lipitor i've developed horrible pain in both shoulders and left knee.
LIPITOR.614,lipitor,high,so two months ago the internist put me on lipitor for high cholesterol.
LIPITOR.614,lipitor,pain,the lipitor increased the pain tenfold.
LIPITOR.614,lipitor,pain,i had already stopped taking the lipitor for a week and the pain had decreased somewhat.
LIPITOR.619,lipitor,pain in my hip,"after taking lipitor for a year, i started having pain in my hip."
LIPITOR.627,lipitor,extreme pain,after 2 months being on lipitor i experienced extreme pain and loss of muscle in left leg.
LIPITOR.627,lipitor,loss of muscle in left leg,after 2 months being on lipitor i experienced extreme pain and loss of muscle in left leg.
LIPITOR.629,lipitor,back pain,"back pain, lipitor seems to be involved."
LIPITOR.63,simvostatin,could not walk,"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking."
LIPITOR.63,simvostatin,dificultly in walking,"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking."
LIPITOR.63,simvostatin,exteem pain in my ankle,"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking."
LIPITOR.63,simvostatin,pain,"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking."
LIPITOR.63,simvostatin,pain in my left leg and foot,"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking."
LIPITOR.635,lipitor,pain,after i quit taking lipitor for 3 days the pain was almost gone.
LIPITOR.641,lipitor,chest pains,before i stopped the lipitor i ended up in the er with a pulse of 156 and chest pains.
LIPITOR.642,fish oil salmon,achiness,taking fish oil salmon and glucosamine sulfate has offset the achiness and moodiness.
LIPITOR.642,fish oil salmon,moodiness,taking fish oil salmon and glucosamine sulfate has offset the achiness and moodiness.
